domain,receiver_email,email,notes,scrape_source
digitalnomadshq.com.au,hello@dnhq.com.au,hello@dnhq.com.au,score=100; band=tier_a; delivery=valid; source=https://digitalnomadshq.com.au/,site_page
adadot.com,info@adadot.com,info@adadot.com,score=100; band=tier_a; delivery=valid; source=https://adadot.com/codereactions.html,site_page
commented.io,support@commented.io,support@commented.io,score=100; band=tier_a; delivery=valid; source=https://www.commented.io/contact-us,site_page
designplusmotion.com,stephanzammit@designplusmotion.com,stephanzammit@designplusmotion.com,score=100; band=tier_a; delivery=valid; source=https://designplusmotion.com/,site_page
devhunt.org,info@wulfsoft.com,info@wulfsoft.com,score=85; band=tier_b; delivery=valid; source=https://devhunt.org/tools/emails,site_page
dokkio.com,sales@dokkio.com,sales@dokkio.com,score=100; band=tier_a; delivery=valid; source=https://www.dokkio.com/ai2023,site_page
droppedhub.com,info@droppedhub.com,info@droppedhub.com,score=100; band=tier_a; delivery=valid; source=https://droppedhub.com/,site_page
elephas.app,support@elephas.app,support@elephas.app,score=100; band=tier_a; delivery=valid; source=https://elephas.app/,site_page
essay-builder.ai,hello@essay-builder.ai,hello@essay-builder.ai,score=100; band=tier_a; delivery=valid; source=https://essay-builder.ai/,site_page
openpedia.io,hello@openpedia.io,hello@openpedia.io,score=77; band=tier_c; delivery=valid; source=https://openpedia.io/get-featured/,pattern_inferred
xata.io,info@xata.io,info@xata.io,score=100; band=tier_a; delivery=valid; source=https://xata.io/file-attachments,site_page
firsthr.app,anisimov@firsthr.app,anisimov@firsthr.app,score=100; band=tier_a; delivery=valid; source=https://firsthr.app/,site_page
fitmap.in,contact.fitmap@fitmap.in,contact.fitmap@fitmap.in,score=77; band=tier_c; delivery=valid; source=https://fitmap.in/fitmap-app,pattern_inferred
flavoredresume.com,support@flavoredresume.com,support@flavoredresume.com,score=100; band=tier_a; delivery=valid; source=https://flavoredresume.com/,site_page
focusdoro.com,tryfocusdoro@gmail.com,tryfocusdoro@gmail.com,score=98; band=tier_a; delivery=valid; source=https://focusdoro.com/,site_page
frameplate.co,frameplateco@gmail.com,frameplateco@gmail.com,score=82; band=tier_b; delivery=valid; source=https://frameplate.co/privacy-policy,site_page
dover.com,hello@dover.com,hello@dover.com,score=100; band=tier_a; delivery=valid; source=https://www.dover.com/ats,site_page
frond.com,hello@frond.com,hello@frond.com,score=100; band=tier_a; delivery=valid; source=https://frond.com/,site_page
ishi.so,enterprise@ishi.so,enterprise@ishi.so,score=100; band=tier_a; delivery=valid; source=https://ishi.so/enterprise,site_page
goless.com,support@goless.com,support@goless.com,score=99; band=tier_a; delivery=valid; source=https://goless.com/,browser_fallback
invertedstone.com,hey@invertedstone.com,hey@invertedstone.com,score=100; band=tier_a; delivery=valid; source=https://invertedstone.com/contact,site_page
graphite.com,billing@graphite.com,billing@graphite.com,score=100; band=tier_a; delivery=valid; source=https://graphite.com/contact-us,site_page
greenish.careers,philipp@greenish.careers,philipp@greenish.careers,score=100; band=tier_a; delivery=valid; source=https://greenish.careers/en,site_page
gryzzly.io,hello@gryzzly.io,hello@gryzzly.io,score=100; band=tier_a; delivery=valid; source=https://www.gryzzly.io/en/legal/,site_page
guideofaitool.com,mail@info.com,mail@info.com,score=100; band=tier_a; delivery=valid; source=https://www.guideofaitool.com/contact-us,site_page
wedoflow.com,support@wedoflow.com,support@wedoflow.com,score=100; band=tier_a; delivery=valid; source=https://wedoflow.com/privacy,site_page
handstime.app,handstime.app@gmail.com,handstime.app@gmail.com,score=86; band=tier_b; delivery=valid; source=https://www.handstime.app/privacy,site_page
healsens.com,ncontact@healsens.com,ncontact@healsens.com,score=100; band=tier_a; delivery=valid; source=https://healsens.com/,site_page
illustration.so,hello@illustration.so,hello@illustration.so,score=77; band=tier_c; delivery=valid; source=https://illustration.so/,pattern_inferred
inai.io,customer.success@inai.io,customer.success@inai.io,score=100; band=tier_a; delivery=valid; source=https://inai.io?hsLang=en,site_page
indexguru.com,team@indexguru.com,team@indexguru.com,score=100; band=tier_a; delivery=valid; source=https://indexguru.com/privacy,site_page
akurateco.com,business@akurateco.com,business@akurateco.com,score=100; band=tier_a; delivery=valid; source=https://akurateco.com/contact-us,site_page
ioni.ai,sergey@ioni.ai,sergey@ioni.ai,score=100; band=tier_a; delivery=valid; source=https://ioni.ai/privacy-policy,site_page
ironballoonstudios.com,hello@ironballoonstudios.com,hello@ironballoonstudios.com,score=100; band=tier_a; delivery=valid; source=https://www.ironballoonstudios.com/apps/jam,site_page
jimo.ai,thomas@usejimo.com,thomas@usejimo.com,score=98; band=tier_a; delivery=valid; source=https://jimo.ai/,site_page
kbasebot.com,hi@emadev.co,hi@emadev.co,score=82; band=tier_b; delivery=valid; source=https://kbasebot.com/maintenance,site_page
klu.so,sami@klu.so,sami@klu.so,score=100; band=tier_a; delivery=valid; source=https://klu.so/,site_page
kula.ai,privacy@kula.ai,privacy@kula.ai,score=100; band=tier_a; delivery=valid; source=https://www.kula.ai/legal,site_page
app.kyugo.app,anders@kyugo.app,anders@kyugo.app,score=100; band=tier_a; delivery=valid; source=https://app.kyugo.app/,site_page
lemcal.com,support@lemcal.com,support@lemcal.com,score=100; band=tier_a; delivery=valid; source=https://lemcal.com/terms,site_page
liveblocks.io,support@liveblocks.io,support@liveblocks.io,score=100; band=tier_a; delivery=valid; source=https://liveblocks.io/contact,site_page
loops.so,support@loops.so,support@loops.so,score=100; band=tier_a; delivery=valid; source=https://loops.so/,site_page
m1-project.com,support@m1-project.com,support@m1-project.com,score=100; band=tier_a; delivery=valid; source=https://www.m1-project.com/,site_page
maekersuite.com,careers@maekersuite.com,careers@maekersuite.com,score=100; band=tier_a; delivery=valid; source=https://maekersuite.com/company/careers,site_page
marketsy.ai,team@marketsy.ai,team@marketsy.ai,score=100; band=tier_a; delivery=valid; source=https://marketsy.ai/privacy-policy,site_page
meiro.cc,hello@meiro.cc,hello@meiro.cc,score=100; band=tier_a; delivery=valid; source=https://meiro.cc/,site_page
mindmeldcanvas.com,admin@themetags.com,admin@themetags.com,score=100; band=tier_a; delivery=valid; source=https://mindmeldcanvas.com/dashboard/templates/blog-section,site_page
monsterhunternow.com,asuon@nianticlabs.com,asuon@nianticlabs.com,score=82; band=tier_b; delivery=valid; source=https://monsterhunternow.com/,site_page
loopple.com,loopplecontact@gmail.com,loopplecontact@gmail.com,score=100; band=tier_a; delivery=valid; source=https://www.loopple.com/contact,site_page
mydataninja.com,sales@mydataninja.com,sales@mydataninja.com,score=100; band=tier_a; delivery=valid; source=https://mydataninja.com/contact-us/,site_page
myreach.io,security@rea.ch,security@rea.ch,score=86; band=tier_b; delivery=valid; source=https://myreach.io/privacy-policies,site_page
notesnudge.com,support@notesnudge.com,support@notesnudge.com,score=100; band=tier_a; delivery=valid; source=https://www.notesnudge.com/,site_page
notionlytics.com,support@notionlytics.com,support@notionlytics.com,score=100; band=tier_a; delivery=valid; source=https://notionlytics.com/en,site_page
onemorethinginai.com,privacy@onemorethinginai.com,privacy@onemorethinginai.com,score=100; band=tier_a; delivery=valid; source=https://www.onemorethinginai.com/privacy-policy,site_page
oneaudio.ai,support@oneaudio.ai,support@oneaudio.ai,score=100; band=tier_a; delivery=valid; source=https://www.oneaudio.ai/,site_page
github.com,copilot-safety@github.com,copilot-safety@github.com,score=100; band=tier_a; delivery=valid; source=https://github.com/features/copilot,site_page
papermark.com,support@papermark.com,support@papermark.com,score=100; band=tier_a; delivery=valid; source=https://www.papermark.com/privacy,site_page
pasteapp.io,help@pasteapp.io,help@pasteapp.io,score=100; band=tier_a; delivery=valid; source=https://pasteapp.io/privacy,site_page
magicpatterns.com,support@magicpatterns.com,support@magicpatterns.com,score=100; band=tier_a; delivery=valid; source=https://www.magicpatterns.com/,site_page
pdfhippo.com,info@pdfhippo.com,info@pdfhippo.com,score=100; band=tier_a; delivery=valid; source=https://www.pdfhippo.com/,site_page
copilot.bugbase.ai,queries@bugbase.ai,queries@bugbase.ai,score=100; band=tier_a; delivery=valid; source=https://copilot.bugbase.ai/,site_page
apps.apple.com,hello@moze.app,hello@moze.app,score=100; band=tier_a; delivery=valid; source=https://apps.apple.com/us/app/percento-net-worth-tracker/id1494319934,site_page
permit.io,help@permit.io,help@permit.io,score=100; band=tier_a; delivery=valid; source=https://www.permit.io/producthunt,site_page
picyard.in,picyardeditor@gmail.com,picyardeditor@gmail.com,score=90; band=tier_b; delivery=valid; source=https://www.picyard.in/contact,site_page
pxl.to,privacy@pxl.to,privacy@pxl.to,score=100; band=tier_a; delivery=valid; source=https://www.pxl.to/privacy,site_page
playcss.app,support@playcss.app,support@playcss.app,score=100; band=tier_a; delivery=valid; source=https://www.playcss.app/privacy-policy,site_page
plerdy.com,hello@plerdy.com,hello@plerdy.com,score=100; band=tier_a; delivery=valid; source=https://www.plerdy.com/privacy-policy/,site_page
poised.com,security@poised.com,security@poised.com,score=100; band=tier_a; delivery=valid; source=https://www.poised.com/privacy-security,site_page
pop.work,privacy@pop.work,privacy@pop.work,score=100; band=tier_a; delivery=valid; source=https://help.pop.work/en/articles/3850055-popwork-privacy-policy,site_page
contra.com,hello@contra.com,hello@contra.com,score=100; band=tier_a; delivery=valid; source=https://contra.com/portfolios,site_page
pascio.gumroad.com,notionpascio@gmail.com,notionpascio@gmail.com,score=82; band=tier_b; delivery=valid; source=https://pascio.gumroad.com/l/launchchecklist,site_page
flowjam.com,adam@flowjam.com,adam@flowjam.com,score=100; band=tier_a; delivery=valid; source=https://www.flowjam.com/launch-videos,site_page
punta.app,contact@punta.app,contact@punta.app,score=100; band=tier_a; delivery=valid; source=https://punta.app/about-us,site_page
querio.ai,hello@querio.ai,hello@querio.ai,score=100; band=tier_a; delivery=valid; source=https://querio.ai/,site_page
raynaui.com,teamraynaui@gmail.com,teamraynaui@gmail.com,score=100; band=tier_a; delivery=valid; source=https://www.raynaui.com/,site_page
recruitgenius.ai,hello@recruitgenius.ai,hello@recruitgenius.ai,score=100; band=tier_a; delivery=valid; source=https://recruitgenius.ai/,site_page
retool.com,support@retool.com,support@retool.com,score=100; band=tier_a; delivery=valid; source=https://retool.com/ai,site_page
risecalendar.com,support@risecalendar.com,support@risecalendar.com,score=100; band=tier_a; delivery=valid; source=https://risecalendar.com/,site_page
chromewebstore.google.com,google-translate-chrome-extension-owners@google.com,google-translate-chrome-extension-owners@google.com,score=100; band=tier_a; delivery=valid; source=https://chromewebstore.google.com/detail/empty-title/,site_page
rocketlane.com,care@rocketlane.com,care@rocketlane.com,score=100; band=tier_a; delivery=valid; source=https://rocketlane.com/,site_page
salesforge.ai,hey@salesforge.ai,hey@salesforge.ai,score=100; band=tier_a; delivery=valid; source=https://www.salesforge.ai/about,site_page
scispot.com,teaminfo@scispot.io,teaminfo@scispot.io,score=92; band=tier_b; delivery=valid; source=https://www.scispot.com/legal/terms-of-use,site_page
conversion.ai,hiring@conversion.ai,hiring@conversion.ai,score=100; band=tier_a; delivery=valid; source=https://conversion.ai/company,site_page
shipfa.st,hello@shipfa.st,hello@shipfa.st,score=100; band=tier_a; delivery=valid; source=https://shipfa.st/,site_page
thesamur.ai,support@thesamur.ai,support@thesamur.ai,score=100; band=tier_a; delivery=valid; source=https://www.thesamur.ai/contact-us,site_page
shortwave.com,sales@shortwave.com,sales@shortwave.com,score=100; band=tier_a; delivery=valid; source=https://www.shortwave.com/#r,site_page
snapy.ai,support@snapy.ai,support@snapy.ai,score=100; band=tier_a; delivery=valid; source=https://snapy.ai/contact,site_page
snipo.io,hello@snipo.io,hello@snipo.io,score=100; band=tier_a; delivery=valid; source=https://snipo.io/,site_page
solidroad.com,s@solidroad.com,s@solidroad.com,score=100; band=tier_a; delivery=valid; source=https://www.solidroad.com/privacy-policy,site_page
asomobile.net,team@asomobile.net,team@asomobile.net,score=100; band=tier_a; delivery=valid; source=https://asomobile.net/en/,site_page
starvingrobots.com,support@starvingrobots.com,support@starvingrobots.com,score=100; band=tier_a; delivery=valid; source=https://www.starvingrobots.com/,site_page
stems.app,contact@stems.app,contact@stems.app,score=100; band=tier_a; delivery=valid; source=https://stems.app/,site_page
stockinsights.ai,support@stockinsights.ai,support@stockinsights.ai,score=100; band=tier_a; delivery=valid; source=https://www.stockinsights.ai/support,site_page
streamlinedpayments.com,invoice@streamlined.app,invoice@streamlined.app,score=90; band=tier_b; delivery=valid; source=https://www.streamlinedpayments.com/platform/accounts-receivable,site_page
matthewnotion.gumroad.com,matthew@mattkub.com,matthew@mattkub.com,score=82; band=tier_b; delivery=valid; source=https://matthewnotion.gumroad.com/l/studentos,site_page
supademo.com,privacy@supademo.com,privacy@supademo.com,score=100; band=tier_a; delivery=valid; source=https://supademo.com/privacy-policy,site_page
usesuperflow.com,privacy@usesuperflow.com,privacy@usesuperflow.com,score=100; band=tier_a; delivery=valid; source=https://usesuperflow.com/privacy,site_page
supernotes.app,help@supernotes.app,help@supernotes.app,score=100; band=tier_a; delivery=valid; source=https://supernotes.app/about/,site_page
suratfit.com,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Asuratfit.com+%22%40suratfit.com%22,search_snippet
getillustrations.com,support@getillustrations.com,support@getillustrations.com,score=100; band=tier_a; delivery=valid; source=https://getillustrations.com/illustration-pack/surreality-abstract-illustrations,site_page
swallow.app,hi@swallow.app,hi@swallow.app,score=100; band=tier_a; delivery=valid; source=https://www.swallow.app/faq,site_page
console.sweetspotgov.com,founders@sweetspot.so,founders@sweetspot.so,score=92; band=tier_b; delivery=valid; source=https://console.sweetspotgov.com/,site_page
tabextend.com,info@tabextend.com,info@tabextend.com,score=100; band=tier_a; delivery=valid; source=https://www.tabextend.com/,site_page
takeascreen.com,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atakeascreen.com+%22%40takeascreen.com%22,search_snippet
gemoo.com,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Agemoo.com+%22%40gemoo.com%22,search_snippet
tally.so,hello@tally.so,hello@tally.so,score=100; band=tier_a; delivery=valid; source=https://tally.so/,site_page
bilendi-ux.com,contact@bilendi-ux.com,contact@bilendi-ux.com,score=100; band=tier_a; delivery=valid; source=https://www.bilendi-ux.com/recruiting-platform,site_page
taskjungle.vercel.app,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Ataskjungle.vercel.app+%22%40taskjungle.vercel.app%22,search_snippet
tastejury.com,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atastejury.com+%22%40tastejury.com%22,search_snippet
tempo.ms,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atempo.ms+%22%40tempo.ms%22,search_snippet
texts.run,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atexts.run+%22%40texts.run%22,search_snippet
slite.com,hello@slite.com,hello@slite.com,score=100; band=tier_a; delivery=valid; source=https://slite.com/privacy,site_page
modernpilot.biz,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Amodernpilot.biz+%22%40modernpilot.biz%22,search_snippet
themultiverse.ai,info@themultiverse.ai,info@themultiverse.ai,score=100; band=tier_a; delivery=valid; source=https://www.themultiverse.ai/,site_page
personalbrandingplaybook.carrd.co,error-lite+9318@duckduckgo.com,error-lite+9318@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Apersonalbrandingplaybook.carrd.co+%22%40personalbrandingplaybook.carrd.co%22,search_snippet
popup-project.io,error-lite+9318@duckduckgo.com,error-lite+9318@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Apopup-project.io+%22%40popup-project.io%22,search_snippet
thrivesparrow.com,support@thrivesparrow.com,support@thrivesparrow.com,score=100; band=tier_a; delivery=valid; source=https://www.thrivesparrow.com/,site_page
tiiny.host,error-lite+9318@duckduckgo.com,error-lite+9318@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atiiny.host+%22%40tiiny.host%22,search_snippet
atom.com,error-lite+9318@duckduckgo.com,error-lite+9318@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Aatom.com+%22%40atom.com%22,search_snippet
exploretock.com,error-lite+9318@duckduckgo.com,error-lite+9318@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Aexploretock.com+%22%40exploretock.com%22,search_snippet
toolske.com,error-lite+9318@duckduckgo.com,error-lite+9318@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atoolske.com+%22%40toolske.com%22,search_snippet
trickle.so,support@trickle.so,support@trickle.so,score=100; band=tier_a; delivery=valid; source=https://trickle.so/privacy,site_page
trieditapp.com,contact@trieditapp.com,contact@trieditapp.com,score=100; band=tier_a; delivery=valid; source=https://www.trieditapp.com/,site_page
trustloop.co,hello@trustloop.co,hello@trustloop.co,score=77; band=tier_c; delivery=valid; source=https://trustloop.co/,pattern_inferred
unispotted.app,stefano.tasinato2@gmail.com,stefano.tasinato2@gmail.com,score=98; band=tier_a; delivery=valid; source=https://www.unispotted.app/contacts,site_page
bzgapps.com,support@bzgapps.com,support@bzgapps.com,score=100; band=tier_a; delivery=valid; source=https://www.bzgapps.com/privacy,site_page
v0.app,studioneuwaes@gmail.com,studioneuwaes@gmail.com,score=86; band=tier_b; delivery=valid; source=https://v0.app/,site_page
val.town,hi@val.town,hi@val.town,score=100; band=tier_a; delivery=valid; source=https://www.val.town/,site_page
virtualsapiens.co,sales@virtualsapiens.co,sales@virtualsapiens.co,score=100; band=tier_a; delivery=valid; source=https://www.virtualsapiens.co/,site_page
vidtoon.com,support@vidtoon.com,support@vidtoon.com,score=100; band=tier_a; delivery=valid; source=https://vidtoon.com/voicely/,site_page
play.google.com,support@wildspike.com,support@wildspike.com,score=92; band=tier_b; delivery=valid; source=https://play.google.com/store,site_page
writerzen.net,support@writerzen.net,support@writerzen.net,score=100; band=tier_a; delivery=valid; source=https://writerzen.net/,site_page
wyloapp.com,support@wyloapp.com,support@wyloapp.com,score=100; band=tier_a; delivery=valid; source=https://www.wyloapp.com/,site_page
x2image.app,contact@mountainlabs.one,contact@mountainlabs.one,score=92; band=tier_b; delivery=valid; source=https://www.x2image.app/privacy,site_page
yarnit.app,hello@yarnit.app,hello@yarnit.app,score=100; band=tier_a; delivery=valid; source=https://www.yarnit.app/,site_page
gitstart.com,privacy@gitstart.com,privacy@gitstart.com,score=100; band=tier_a; delivery=valid; source=https://gitstart.com/privacy-policy,site_page
abboocandleco.com,michelle@abboocandleco.com,michelle@abboocandleco.com,score=100; band=tier_a; delivery=valid; source=https://abboocandleco.com/pages/markets,site_page
aegte.in,support@aegte.in,support@aegte.in,score=100; band=tier_a; delivery=valid; source=https://www.aegte.in/,site_page
angiehomes.co,customercare@angiehomes.co,customercare@angiehomes.co,score=100; band=tier_a; delivery=valid; source=https://angiehomes.co/,site_page
anveshan.farm,support@anveshan.farm,support@anveshan.farm,score=100; band=tier_a; delivery=valid; source=https://www.anveshan.farm/,site_page
astore.in,info@astore.in,info@astore.in,score=100; band=tier_a; delivery=valid; source=https://www.astore.in/,site_page
nilkamalhomes.com,connect@nilkamalhomes.com,connect@nilkamalhomes.com,score=100; band=tier_a; delivery=valid; source=https://www.nilkamalhomes.com/,site_page
believebrandco.com,info@believebrandco.com,info@believebrandco.com,score=100; band=tier_a; delivery=valid; source=https://believebrandco.com/,site_page
bellavitaorganic.com,shop@bellavitaorganic.com,shop@bellavitaorganic.com,score=100; band=tier_a; delivery=valid; source=https://bellavitaorganic.com/,site_page
beminimalist.co,help@beminimalist.co,help@beminimalist.co,score=100; band=tier_a; delivery=valid; source=https://beminimalist.co/,site_page
bigsmall.in,support@bigsmall.in,support@bigsmall.in,score=100; band=tier_a; delivery=valid; source=https://www.bigsmall.in/,site_page
boat-lifestyle.com,info@imaginemarketingindia.com,info@imaginemarketingindia.com,score=100; band=tier_a; delivery=valid; source=https://www.boat-lifestyle.com/,site_page
bookkish.com,info@bookkish.com,info@bookkish.com,score=100; band=tier_a; delivery=valid; source=https://bookkish.com/,site_page
goboult.co.in,support@boultaudio.com,support@boultaudio.com,score=100; band=tier_a; delivery=valid; source=https://goboult.co.in/,site_page
bummer.in,hello@bummer.in,hello@bummer.in,score=100; band=tier_a; delivery=valid; source=https://bummer.in/pages/bundle-builder,site_page
bunai.com,orders@bunai.com,orders@bunai.com,score=100; band=tier_a; delivery=valid; source=https://www.bunai.com/products/parrot-green-pompom-dress,site_page
byjus.com,support@byjus.com,support@byjus.com,score=100; band=tier_a; delivery=valid; source=https://byjus.com/disclaimer/,site_page
cakelinks.in,store@cakelinks.in,store@cakelinks.in,score=100; band=tier_a; delivery=valid; source=https://cakelinks.in/,site_page
campusshoes.com,customercare@campusshoes.com,customercare@campusshoes.com,score=100; band=tier_a; delivery=valid; source=https://www.campusshoes.com/,site_page
capesindia.com,hello@capesindia.com,hello@capesindia.com,score=100; band=tier_a; delivery=valid; source=https://www.capesindia.com/products/rear-lens-cap-skins,site_page
cashify.in,grievanceofficer@cashify.in,grievanceofficer@cashify.in,score=100; band=tier_a; delivery=valid; source=https://www.cashify.in/,site_page
consciousfood.com,care@consciousfood.com,care@consciousfood.com,score=100; band=tier_a; delivery=valid; source=https://www.consciousfood.com/collections/gift-hampers,site_page
4rabetlogin.com,support@4rabet.com,support@4rabet.com,score=92; band=tier_b; delivery=valid; source=https://4rabetlogin.com/support/,site_page
coveritup.com,help@coveritup.in,help@coveritup.in,score=98; band=tier_a; delivery=valid; source=https://coveritup.com/,site_page
crossbeats.com,support@crossbeats.com,support@crossbeats.com,score=100; band=tier_a; delivery=valid; source=https://crossbeats.com/,site_page
curato.in,online@curato.in,online@curato.in,score=100; band=tier_a; delivery=valid; source=https://curato.in/,site_page
dermalogica.in,mohit.sineone@gmail.com,mohit.sineone@gmail.com,score=98; band=tier_a; delivery=valid; source=https://dermalogica.in/,site_page
detec.in,sales@detec.in,sales@detec.in,score=100; band=tier_a; delivery=valid; source=https://detec.in/pages/faqs,site_page
digibox.co.in,info@digibox.co.in,info@digibox.co.in,score=100; band=tier_a; delivery=valid; source=https://digibox.co.in/,site_page
elanstore.in,orders@elanstore.in,orders@elanstore.in,score=100; band=tier_a; delivery=valid; source=https://elanstore.in/,site_page
elegantautoretail.com,support@elegantautoretail.com,support@elegantautoretail.com,score=100; band=tier_a; delivery=valid; source=https://elegantautoretail.com/,site_page
esahtea.com,info@esahtea.com,info@esahtea.com,score=100; band=tier_a; delivery=valid; source=https://esahtea.com/,site_page
